Time,Voltage
444.22867131233215,53.39
445.26139092445374,53.49
446.3014853000641,53.589999999999996
447.34186577796936,53.690000000000005
448.37077927589417,53.79
449.4100377559662,53.89
450.452641248703,53.99
451.49015164375305,54.089999999999996
452.5357754230499,54.190000000000005
453.56128430366516,54.29
454.5979514122009,54.379999999999995
455.64200043678284,54.480000000000004
456.6701936721802,54.58
457.7110152244568,54.68
458.7523696422577,54.78
459.7912073135376,54.879999999999995
460.8363609313965,54.97
461.8608705997467,55.07
462.90827441215515,55.169999999999995
463.94554114341736,55.27
464.98905324935913,55.36
466.02458453178406,55.46
467.0538880825043,55.559999999999995
468.08822417259216,55.660000000000004
469.12253403663635,55.75
470.17127656936646,55.849999999999994
471.2022109031677,55.95
472.2452745437622,56.050000000000004
473.280309677124,56.14
474.3142547607422,56.239999999999995
475.3483655452728,56.34
476.380419254303,56.43
477.4202699661255,56.529999999999994
478.4638125896454,56.63
479.5077841281891,56.72
480.5314733982086,56.82
481.57189321517944,56.92
482.61138939857483,57.01
483.6445026397705,57.11
484.70332741737366,57.209999999999994
485.73119616508484,57.3
486.77448058128357,57.4
487.8138539791107,57.49
488.8561978340149,57.59
489.8905551433563,57.68
490.91974449157715,57.78
491.96166133880615,57.88
493.00140500068665,57.97
494.04897689819336,58.06999999999999
495.0710928440094,58.160000000000004
496.1074378490448,58.26
497.1531620025635,58.35
498.1811327934265,58.45
499.22923278808594,58.54
500.2788050174713,58.64
501.31002712249756,58.73
502.3393495082855,58.83
503.3874819278717,58.92
504.40403962135315,59.01
505.43962359428406,59.11
506.5015981197357,59.2
507.5214123725891,59.3
508.56351017951965,59.39
509.61431884765625,59.49
510.67082953453064,59.58
511.6911792755127,59.68
512.732661485672,59.769999999999996
513.7745733261108,59.86
514.8005175590515,59.96
515.8406398296356,60.05
516.8804595470428,60.14
517.9216179847717,60.24
518.9502890110016,60.33
520.0065860748291,60.42
521.0329990386963,60.519999999999996
522.0758049488068,60.61
523.1026949882507,60.699999999999996
524.1455509662628,60.8
525.1848797798157,60.89
526.2214796543121,60.98
527.2600619792938,61.07
528.2897446155548,61.17
529.3347189426422,61.260000000000005
530.3664059638977,61.35
531.4012117385864,61.440000000000005
532.4411747455597,61.53
533.4765114784241,61.629999999999995
534.517902135849,61.72
535.546014547348,61.809999999999995
536.5965001583099,61.9
537.6343131065369,61.99
538.6769552230835,62.089999999999996
539.7012913227081,62.18
540.739764213562,62.269999999999996
541.781240940094,62.36
542.8245832920074,62.449999999999996
543.8611950874329,62.54
544.9007031917572,62.64
545.9433453083038,62.73
546.9808838367462,62.82
548.0257329940796,62.91
549.1002588272095,63.0
550.1336748600006,63.089999999999996
551.1590723991394,63.18
552.2037074565887,63.27000000000001
553.2490572929382,63.37
554.2686622142792,63.46
555.3095464706421,63.55
556.3473598957062,63.64
557.3795990943909,63.73
558.4236619472504,63.82
559.4641478061676,63.91
560.4908366203308,64.0
561.5325191020966,64.08999999999999
562.5893411636353,64.18
563.6105034351349,64.27
564.6498808860779,64.36
565.6828083992004,64.44999999999999
566.7199628353119,64.53
567.7702655792236,64.61999999999999
568.799595117569,64.71000000000001
569.8312528133392,64.8
570.8765690326691,64.89
571.9149188995361,64.97999999999999
572.9521787166595,65.07000000000001
573.9959366321564,65.16
575.0324106216431,65.25
576.0692310333252,65.33999999999999
577.1055126190186,65.43
578.1297953128815,65.51
579.1776542663574,65.60000000000001
580.2246580123901,65.69
581.2640280723572,65.78
582.2937886714935,65.87
583.3306579589844,65.96000000000001
584.3718466758728,66.05
585.433096408844,66.13
586.4806337356567,66.22
